CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CID-02109,Male,1,Yes,No,42,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.62,1354.75,No
CID-02110,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,111.91,3244.97,No
CID-02111,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,67.22,402.87,No
CID-02112,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,58.17,2741.58,No
CID-02113,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,66.71,386.09,No
CID-02114,Female,0,No,Yes,31,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card,110.16,490.41,No
CID-02115,Female,1,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,One year,No,Bank transfer,102.16,226.93,No
CID-02116,Female,0,Yes,Yes,24,No,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,86.95,4090.81,No
CID-02117,Female,0,Yes,No,6,No,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,92.47,1227.24,No
CID-02118,Female,0,No,No,37,No,No phone service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,115.62,3086.41,Yes
CID-02119,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,36.97,1470.38,No
CID-02120,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,68.36,848.17,Yes
CID-02121,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,91.06,1316.22,Yes
CID-02122,Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,116.33,4338.64,No
CID-02123,Female,0,No,No,18,No,No,DSL,No,Yes,One year,Yes,Credit card,101.04,101.7,No
CID-02124,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,41.85,334.21,No
CID-02125,Female,0,No,No,27,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,32.25,223.65,No
CID-02126,Male,0,Yes,No,4,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.56,3979.06,No
CID-02127,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,One year,No,Credit card,82.29,5778.41,No
CID-02128,Male,0,Yes,No,64,No,No,DSL,No,No,Two year,Yes,Mailed check,26.43,2933.82,No
CID-02129,Male,0,No,No,3,Yes,Yes,DSL,No,No,One year,Yes,Credit card,84.04,6168.79,Yes
CID-02130,Female,0,No,No,40,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,74.25,1385.26,No
CID-02131,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.66,415.64,Yes
CID-02132,Male,0,No,No,62,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.83,5744.63,Yes
CID-02133,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,49.8,4491.54,Yes
CID-02134,Female,0,Yes,No,39,Yes,No,No,Yes,No,Two year,No,Credit card,33.65,2758.07,No
CID-02135,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,78.9,1110.95,Yes
CID-02136,Female,0,No,No,36,No,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,116.21,4950.63,No
CID-02137,Female,0,No,No,33,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.01,3167.73,Yes
CID-02138,Male,1,Yes,No,61,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,97.22,1507.17,Yes
CID-02139,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Mailed check,96.51,518.08,Yes
CID-02140,Male,0,No,No,17,No,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,59.26,1636.01,No
CID-02141,Male,0,Yes,No,44,Yes,Yes,DSL,No internet service,Yes,One year,Yes,Electronic check,89.59,2498.99,No
CID-02142,Female,1,No,Yes,15,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,116.76,478.12,No
CID-02143,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card,22.58,1426.23,No
CID-02144,Female,0,Yes,No,35,Yes,No,No,Yes,No,One year,No,Electronic check,96.1,3606.43,No
CID-02145,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Electronic check,20.28,1552.49,Yes
CID-02146,Male,0,No,Yes,42,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.99,6671.65,Yes
CID-02147,Male,0,Yes,No,26,Yes,No phone service,No,No,No,Month-to-month,Yes,Credit card,91.98,7807.05,Yes
CID-02148,Male,0,No,No,59,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,88.79,3366.36,No
CID-02149,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,28.96,5203.45,Yes
CID-02150,Female,0,Yes,No,7,Yes,Yes,No,No,No,Two year,No,Electronic check,103.9,1547.36,Yes
CID-02151,Male,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,105.66,920.5,No
CID-02152,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,21.17,1401.92,No
CID-02153,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,66.81,2063.1,No
CID-02154,Female,0,Yes,Yes,52,No,Yes,DSL,No,No,Two year,Yes,Mailed check,88.47,3641.5,No
CID-02155,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,71.69,1361.01,No
CID-02156,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,19.15,2027.67,Yes
CID-02157,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,95.64,658.26,No
CID-02158,Female,0,No,No,5,Yes,No,DSL,No,No internet service,Two year,Yes,Electronic check,112.89,1758.5,Yes
CID-02159,Male,0,No,No,4,Yes,No,DSL,No,No,Two year,No,Credit card,28.14,1261.69,No
CID-02160,Female,0,No,Yes,62,Yes,No,No,No,No,Two year,Yes,Mailed check,26.69,726.22,No
CID-02161,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,100.27,1496.49,Yes
CID-02162,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,95.56,2206.16,Yes
CID-02163,Male,1,Yes,No,69,Yes,No,Fiber optic,No,No,Two year,No,Credit card,54.82,2241.9,No
CID-02164,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,Two year,No,Bank transfer,100.45,1883.82,No
CID-02165,Male,1,No,No,42,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Bank transfer,105.91,6217.93,No
CID-02166,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,118.24,6449.34,Yes
CID-02167,Female,0,No,Yes,36,No,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,111.04,3089.37,No
CID-02168,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,99.51,5803.0,No
CID-02169,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,98.22,270.28,No
CID-02170,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,46.39,4191.23,No
CID-02171,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,94.98,6360.5,Yes
CID-02172,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,93.31,2924.06,No
CID-02173,Male,1,Yes,Yes,71,Yes,Yes,No,No,No,Two year,Yes,Mailed check,75.72,3916.84,No
CID-02174,Female,0,Yes,No,54,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,31.73,841.41,No
CID-02175,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,One year,Yes,Credit card,37.52,1843.26,No
CID-02176,Female,1,No,No,7,Yes,No,DSL,No internet service,No internet service,One year,No,Mailed check,105.64,214.44,No
CID-02177,Female,0,No,Yes,66,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.06,3502.82,Yes
CID-02178,Female,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Credit card,78.15,2944.86,No
CID-02179,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,71.78,3656.28,Yes
CID-02180,Female,0,Yes,No,72,Yes,No,DSL,No internet service,No,Two year,Yes,Mailed check,111.2,1787.89,No
CID-02181,Female,0,No,No,65,No,No phone service,DSL,No internet service,Yes,Two year,Yes,Mailed check,108.5,1754.98,No
CID-02182,Female,0,Yes,No,36,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,28.22,2150.91,No
CID-02183,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,95.2,1518.77,No
CID-02184,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Credit card,100.89,2364.48,No
CID-02185,Male,0,No,Yes,29,No,Yes,DSL,No,No,Month-to-month,Yes,Credit card,34.79,113.73,No
CID-02186,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,44.11,4002.4,Yes
CID-02187,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,69.46,3484.72,No
CID-02188,Male,0,Yes,No,2,No,No,No,No,Yes,Two year,No,Credit card,92.71,498.36,No
CID-02189,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,78.94,116.86,Yes
CID-02190,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,67.24,5191.02,Yes
CID-02191,Female,1,Yes,No,65,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,115.82,3162.28,Yes
CID-02192,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,21.82,494.83,No
CID-02193,Male,1,No,Yes,53,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card,110.71,6612.37,No
CID-02194,Female,0,No,No,68,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,21.93,974.09,No
CID-02195,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,24.95,245.37,Yes
CID-02196,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,21.09,377.96,Yes
CID-02197,Male,1,Yes,Yes,51,Yes,No,DSL,Yes,Yes,One year,No,Mailed check,108.93,3796.49,No
CID-02198,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,62.83,1180.99,Yes
CID-02199,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,One year,Yes,Bank transfer,85.39,2400.26,Yes
CID-02200,Female,0,No,No,39,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,110.65,4229.65,No
CID-02201,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,48.5,466.92,Yes
CID-02202,Male,0,Yes,Yes,66,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Mailed check,75.6,508.81,Yes
CID-02203,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,27.04,3152.41,Yes
CID-02204,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,95.98,809.22,Yes
CID-02205,Female,0,No,No,43,Yes,No,DSL,No,No internet service,One year,Yes,Electronic check,42.13,6836.59,No
CID-02206,Male,0,No,No,60,No,Yes,No,No,No,Two year,No,Mailed check,25.13,3983.46,No
CID-02207,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,73.51,2040.56,Yes
CID-02208,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,118.25,4395.82,Yes
CID-02209,Female,0,No,Yes,46,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,84.88,476.44,No
CID-02210,Female,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,52.61,154.18,Yes
CID-02211,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,83.61,909.71,No
CID-02212,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.9,5129.06,Yes
CID-02213,Male,0,No,Yes,68,No,No,Fiber optic,No,No,Month-to-month,No,Mailed check,63.66,5997.25,Yes
CID-02214,Male,0,Yes,No,29,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,79.09,2426.58,Yes
CID-02215,Male,1,No,No,22,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,108.2,3129.44,Yes
CID-02216,Male,0,No,Yes,24,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,40.56,5201.27,Yes
CID-02217,Male,0,Yes,No,69,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,65.63,570.23,Yes
CID-02218,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,84.93,5760.96,No
CID-02219,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,68.79,3040.35,No
CID-02220,Female,0,Yes,No,32,Yes,No,DSL,No internet service,No internet service,Two year,No,Electronic check,93.25,6489.6,No
CID-02221,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,109.69,768.42,No
CID-02222,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No,Month-to-month,No,Credit card,46.69,252.52,Yes
CID-02223,Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,28.96,2211.42,Yes
CID-02224,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,51.92,437.92,No
CID-02225,Female,0,Yes,No,1,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,82.48,2720.77,Yes
CID-02226,Male,0,No,No,24,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,56.24,471.13,No
CID-02227,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,49.36,7522.52,No
CID-02228,Male,0,No,No,72,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,113.04,970.54,No
CID-02229,Female,1,No,Yes,35,Yes,No,Fiber optic,Yes,No,Two year,Yes,Credit card,79.79,6910.17,No
CID-02230,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,61.89,3807.82,No
CID-02231,Male,0,No,Yes,63,Yes,No,No,Yes,No internet service,One year,No,Mailed check,116.02,2125.86,No
CID-02232,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,111.93,2403.26,No
CID-02233,Male,0,No,No,57,No,No,DSL,No,No,Month-to-month,No,Bank transfer,67.19,4605.78,No
CID-02234,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,22.11,984.9,No
CID-02235,Female,0,No,No,8,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.93,2115.34,Yes
CID-02236,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,27.55,2868.91,Yes
CID-02237,Male,0,No,No,28,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,34.47,1654.26,Yes
CID-02238,Male,0,No,No,27,Yes,No,No,No,No,Two year,No,Electronic check,18.8,59.68,No
CID-02239,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,One year,No,Credit card,108.04,1138.36,No
CID-02240,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,102.22,4344.06,No
CID-02241,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,88.85,312.29,No
CID-02242,Female,1,Yes,Yes,63,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,19.36,854.64,Yes
CID-02243,Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,110.58,1901.5,No
CID-02244,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,59.98,3406.93,Yes
CID-02245,Female,1,Yes,No,63,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,95.93,1117.44,No
CID-02246,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,79.86,989.49,Yes
CID-02247,Male,0,No,No,49,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,100.24,5849.85,No
CID-02248,Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,116.25,168.93,Yes
CID-02249,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,61.4,2792.45,No
CID-02250,Female,0,Yes,No,52,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,45.07,547.0,Yes
CID-02251,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.13,3996.66,No
CID-02252,Male,1,No,No,8,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,85.48,1119.95,No
CID-02253,Male,0,Yes,No,0,No,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,56.28,3336.94,Yes
CID-02254,Female,0,No,No,55,Yes,Yes,DSL,No,Yes,One year,Yes,Mailed check,98.07,3875.97,No
CID-02255,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,43.89,413.93,No
CID-02256,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Electronic check,19.73,3806.9,Yes
CID-02257,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,64.07,2080.1,Yes
CID-02258,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,31.67,3732.02,Yes
CID-02259,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,71.81,735.02,Yes
CID-02260,Female,1,No,No,52,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,56.51,2536.64,Yes
CID-02261,Male,1,No,No,59,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,49.77,757.71,Yes
CID-02262,Female,0,No,No,65,Yes,No,DSL,No,Yes,Two year,Yes,Credit card,98.6,2022.29,No
CID-02263,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,106.6,490.12,No
CID-02264,Female,0,Yes,No,26,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Bank transfer,48.42,4871.17,No
CID-02265,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,77.14,4401.39,No
CID-02266,Female,0,Yes,No,58,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,21.14,2739.66,No
CID-02267,Male,0,No,Yes,41,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Bank transfer,72.89,6795.64,Yes
CID-02268,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,42.19,1719.82,No
CID-02269,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Two year,No,Mailed check,23.03,349.01,No
CID-02270,Male,1,Yes,Yes,16,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,115.46,1877.7,No
CID-02271,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,39.44,80.35,No
CID-02272,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Bank transfer,104.16,2748.55,No
CID-02273,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,88.22,4886.8,Yes
CID-02274,Male,0,No,No,12,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,70.41,5815.94,No
CID-02275,Female,0,Yes,No,34,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,29.58,366.86,No
CID-02276,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,One year,Yes,Credit card,71.82,3985.52,No
CID-02277,Male,1,No,No,14,Yes,No,Fiber optic,No,No internet service,One year,No,Electronic check,111.08,682.97,Yes
CID-02278,Female,0,No,No,14,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,66.08,1354.83,Yes
CID-02279,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,31.54,5928.78,No
CID-02280,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,66.18,4883.28,No
CID-02281,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,41.55,1036.26,No
CID-02282,Female,0,Yes,No,22,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,105.91,2055.49,No
CID-02283,Female,0,Yes,No,60,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,111.22,1104.46,No
CID-02284,Male,0,Yes,No,68,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,75.58,352.38,No
CID-02285,Female,1,Yes,No,37,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,84.25,3722.18,Yes
CID-02286,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,One year,Yes,Credit card,108.67,3863.61,No
CID-02287,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,32.74,773.07,No
CID-02288,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,31.55,1961.92,No
CID-02289,Male,0,No,No,40,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,111.37,969.06,No
CID-02290,Female,0,No,No,72,Yes,No,DSL,No,No,Two year,No,Credit card,112.06,7451.74,Yes
CID-02291,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,24.15,974.1,No
CID-02292,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,78.81,1407.4,No
CID-02293,Female,0,No,Yes,23,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.31,2038.79,No
CID-02294,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,52.26,4413.25,No
CID-02295,Male,1,Yes,Yes,53,Yes,Yes,No,No,No,One year,No,Bank transfer,113.4,494.98,Yes
CID-02296,Female,0,No,No,20,Yes,No,DSL,No,No,One year,No,Bank transfer,52.23,1420.85,No
CID-02297,Female,0,No,No,53,Yes,Yes,No,No,No,Two year,No,Mailed check,60.62,3579.75,No
CID-02298,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer,45.53,3290.96,No
CID-02299,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,73.89,4935.96,No
CID-02300,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,85.09,1133.4,Yes
CID-02301,Female,1,No,No,12,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,53.3,2956.53,No
CID-02302,Female,0,No,No,35,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Credit card,47.03,837.36,No
CID-02303,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,75.98,1610.55,Yes
CID-02304,Male,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,One year,No,Bank transfer,118.45,1376.08,No
CID-02305,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No internet service,One year,No,Electronic check,67.85,735.92,No
CID-02306,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,100.47,4002.69,No
CID-02307,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,52.45,240.47,No
CID-02308,Female,1,No,No,45,No,Yes,Fiber optic,No,No,Two year,Yes,Credit card,84.74,234.71,Yes
CID-02309,Male,0,Yes,No,47,No,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,57.67,1587.4,Yes
CID-02310,Male,0,No,No,31,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,91.83,545.98,No
CID-02311,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,113.92,677.88,No
CID-02312,Female,1,No,No,67,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,55.07,790.74,No
CID-02313,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,93.59,402.98,Yes
CID-02314,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,101.4,1751.64,Yes
CID-02315,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,67.61,1232.47,No
CID-02316,Male,0,No,No,31,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.87,1385.39,No
CID-02317,Female,1,Yes,No,67,Yes,Yes,DSL,No internet service,No,One year,Yes,Electronic check,57.3,5109.06,No
CID-02318,Female,0,No,No,65,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,79.1,2050.88,Yes
CID-02319,Male,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,64.25,3156.15,Yes
CID-02320,Female,0,No,No,62,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,24.37,1327.58,No
CID-02321,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,35.7,3179.75,No
CID-02322,Female,0,Yes,No,24,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,113.81,5434.14,Yes
CID-02323,Female,1,No,Yes,18,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,44.8,4380.67,Yes
CID-02324,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,105.51,5396.63,No
CID-02325,Male,1,Yes,No,40,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,113.56,221.97,No
CID-02326,Male,1,Yes,No,16,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,117.26,2246.93,Yes
CID-02327,Male,0,Yes,Yes,2,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,80.35,7777.45,Yes
